frame_command_id,frame_set,command_NP,command_VP
1,frame3,STRT,use_command
2,frame7,UCO,use_command
3,frame49,TOC,use_command
4,frame4,STRT,use_command
5,frame12,UCO,use_command
6,frame124,EFL,use_command
7,frame154,TOC,use_command
